Filename,Detected Objects
An_old_man_died_in_the_auditorium_of_the_high_scho.png,"wardrobe, closet, press (0.42), doormat, welcome mat (0.18), sliding door (0.05)"
When_traveling_down_this_alley__you_will_be_chased.png,"prison, prison house (0.19), barbershop (0.12), parking meter (0.08), traffic light, traffic signal, stoplight (0.08), bannister, banister, balustrade, balusters, handrail (0.04)"
Built_on_what_once_was_a_trailer_park__the_ghost_o.png,"sliding door (0.16), prison, prison house (0.13), abaya (0.10), groom, bridegroom (0.07), crutch (0.03)"
In_1972_their_was_a_men_with_a_little_girl_at_12_a.png,"English setter (0.17), soccer ball (0.06), Labrador retriever (0.05), otter (0.04), polecat, fitch, foulmart, foumart, Mustela putorius (0.04)"
The_mountain_range_is_reported_to_have_paranormal.png,"volcano (0.88), alp (0.06)"
The_stage_in_the_auditorium_____Strange_shadows_an.png,"four-poster (0.21), window shade (0.07), prison, prison house (0.06), bannister, banister, balustrade, balusters, handrail (0.04), radiator (0.04)"
The_voice_of_a_woman_thought_to_be_the_wife_of_a_f.png,"entertainment center (0.25), abaya (0.19), television, television system (0.16), cloak (0.11), wardrobe, closet, press (0.03)"
This_forest_was_built_a_long_time_ago_for_the_dust.png,"pole (0.25), lakeside, lakeshore (0.07), viaduct (0.06), worm fence, snake fence, snake-rail fence, Virginia fence (0.05), swing (0.04)"
Late_at_night_you_can_hear_footsteps_on_the_stage.png,"prison, prison house (0.67), vault (0.09), library (0.03), monastery (0.02)"
it_is_a_haunted_road_where_people_claim_2_see_dead.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.18), megalith, megalithic structure (0.16), picket fence, paling (0.10), viaduct (0.06), park bench (0.05)"
A_lady_walking_on_the_side_of_the_road_wearing_a_y.png,"cloak (0.83), gown (0.05), abaya (0.02)"
There_s_a_bomb_shelter_under_the_school_from_World.png,"fire screen, fireguard (0.26), prison, prison house (0.23), vault (0.13), monastery (0.07)"
Back_in_1962__in_the_press_room__a_sick_daughter_o.png,"comic book (0.20), maze, labyrinth (0.07), book jacket, dust cover, dust jacket, dust wrapper (0.06), cornet, horn, trumpet, trump (0.03), envelope (0.03)"
In_1973__officers_Buckely_and_Morey_were_killed_in.png,"sliding door (0.37), prison, prison house (0.11), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.04), safe (0.03), turnstile (0.02)"
Legend_has_it_that_one_foggy_night_a_very_long_tim.png,"valley, vale (0.23), viaduct (0.13), lakeside, lakeshore (0.07), dam, dike, dyke (0.07), geyser (0.03)"
Night_shift_groundskeepers_will_not_stay_employed_.png,"prison, prison house (0.99)"
There_is_an_old_house_in_the_city_that_stands_amid.png,"church, church building (0.50), barn (0.15), bell cote, bell cot (0.08), alp (0.04), boathouse (0.02)"
Bridal_Honeymoon_Suite____Across_from_Alice_Miller.png,"four-poster (0.50), monastery (0.09), prison, prison house (0.06), vault (0.05), restaurant, eating house, eating place, eatery (0.03)"
Manvelant_and_benevolent_hauntings__This_is_a_buil.png,"library (0.39), palace (0.24), gondola (0.07), lakeside, lakeshore (0.03), bell cote, bell cot (0.03)"
A_long_time_ago__there_was_a_graveyard_on_the_left.png,barn (0.94)
Strange_lights_have_been_seen_accompanied_by_stran.png,"oscilloscope, scope, cathode-ray oscilloscope, CRO (0.44), jellyfish (0.17), matchstick (0.05), nematode, nematode worm, roundworm (0.03)"
This_bridge_is_the_last_covered_bridge_standing_in.png,"boathouse (0.80), lakeside, lakeshore (0.10), barn (0.02)"
Merriam_Hall___The_ghost_of_a_man_in_army_clothing.png,"sliding door (0.11), bannister, banister, balustrade, balusters, handrail (0.06), vault (0.05), window shade (0.03), prison, prison house (0.03)"
There_is_an_old_house_on_Water_Street__which_is_on.png,"picket fence, paling (0.33), window screen (0.21), boathouse (0.10), beacon, lighthouse, beacon light, pharos (0.05), window shade (0.04)"
NASA_GSFC___Visitors_center___a_feeling_that_the_s.png,"Band Aid (0.73), knee pad (0.05), teddy, teddy bear (0.03), sock (0.03)"
Old_Dora_has_a_street_that_once__a_long_time_ago_.png,"church, church building (0.84), bell cote, bell cot (0.03), beacon, lighthouse, beacon light, pharos (0.02), picket fence, paling (0.02), barn (0.02)"
about_3_years_ago__a_story_ran_in_the_news_paper_h.png,"church, church building (0.27), monastery (0.12), cinema, movie theater, movie theatre, movie house, picture palace (0.11), beacon, lighthouse, beacon light, pharos (0.09), castle (0.04)"
There_are_reports_that_when_people_are_alone_in_th.png,"sliding door (0.35), spotlight, spot (0.17), prison, prison house (0.07), bannister, banister, balustrade, balusters, handrail (0.03), lampshade, lamp shade (0.03)"
Its_reported_that_back_in_the__60_s_in_room_B_1_on.png,guillotine (0.93)
Now_a_restaurant__the_Irwin_Street_Inn_is_home_to.png,"traffic light, traffic signal, stoplight (0.13), streetcar, tram, tramcar, trolley, trolley car (0.13), street sign (0.09), palace (0.08), prison, prison house (0.07)"
Witnesses_report_a_ghost_dressed_in_white_at_2_00.png,"picket fence, paling (0.56), worm fence, snake fence, snake-rail fence, Virginia fence (0.30)"
When_you_go_into_the_Cherokee_elementary_old_gym_b.png,"prison, prison house (0.39), sliding door (0.16), shoji (0.11), cinema, movie theater, movie theatre, movie house, picture palace (0.03), turnstile (0.02)"
in_the_late_50s_a_man_named_Jim_Butler_killed_his.png,"sliding door (0.26), prison, prison house (0.06), doormat, welcome mat (0.05), wardrobe, closet, press (0.03), refrigerator, icebox (0.03)"
Reports_of_an_old_lady_walking_in_the_hallway_near.png,"shoji (0.83), sliding door (0.09)"
Various_sightings_of_a_woman_in_green_colonial_dre.png,"cloak (0.67), hoopskirt, crinoline (0.11)"
Late_at_night_or_in_the_morning__teachers_and_even.png,"unicycle, monocycle (0.09), shoji (0.09), projector (0.06), balance beam, beam (0.05), parallel bars, bars (0.04)"
NASA_GSFC___Bldg__23___cold_spots_on_the_loading_d.png,"library (0.25), flagpole, flagstaff (0.11), prison, prison house (0.08), window screen (0.04), pole (0.03)"
As_you_walk_down_the_halls_you_can_sometimes_hear.png,"prison, prison house (0.87), shoji (0.02), spotlight, spot (0.02)"
Ghost_Camp___In_the_late_1980_s__this_day__use_are.png,mountain tent (0.97)
Students_report_seeing_a_girl_playing_with_a_ball.png,"sliding door (0.92), wardrobe, closet, press (0.03)"
Gravity_Hill___On_this_hill__if_you_are_facing_dow.png,"viaduct (0.17), dam, dike, dyke (0.09), alp (0.08), valley, vale (0.05), unicycle, monocycle (0.04)"
Thought_to_be_haunted_by_various_politicians_.png,"saltshaker, salt shaker (0.71), cloak (0.06)"
Supposedly_built_on_an_Indian_burial_site__Chumash.png,"castle (0.55), monastery (0.09), church, church building (0.06), barn (0.03), dome (0.02)"
The_employees_have_already_concluded_a_somewhat_ac.png,"vault (0.23), comic book (0.18), altar (0.11), breastplate, aegis, egis (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.05)"
The_ghost_of_a_woman_has_been_seen_in_the_halls__F.png,"punching bag, punch bag, punching ball, punchball (0.37), abaya (0.09), vestment (0.04), shower curtain (0.04), cloak (0.04)"
This_modest_home_has_been_the_seen_of_terrifying_p.png,"beacon, lighthouse, beacon light, pharos (0.43), church, church building (0.36), barn (0.03), lakeside, lakeshore (0.02), picket fence, paling (0.02)"
This_old_estate_is_located_on_Highway_270__five_mi.png,"rapeseed (0.38), barn (0.19), church, church building (0.13), castle (0.05), monastery (0.05)"
Late_at_night_while_everyone_is_quiet_and_still__a.png,"toilet tissue, toilet paper, bathroom tissue (0.32), toilet seat (0.11), medicine chest, medicine cabinet (0.05), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.05), prison, prison house (0.03)"
A_woman_in_white_walks_the_grounds__And_disappears.png,"cloak (0.32), abaya (0.21), vestment (0.14), gown (0.05), monastery (0.02)"
Cedar_knolls___Reports_of_pools_of_blood_are_in_ro.png,"park bench (0.29), spotlight, spot (0.21), lakeside, lakeshore (0.10), barn (0.04)"
The_ghost_of_Evelyn_Carter_haunts_this_house_as_we.png,"hoopskirt, crinoline (0.48), overskirt (0.31), gown (0.05)"
It_is_said_that_a_student_fell_off_of_the_catwalk.png,"theater curtain, theatre curtain (0.83), window shade (0.03), altar (0.02), stage (0.02)"
Reports_of_3_spirits_here__A_young_girl_with_long.png,"doormat, welcome mat (0.20), wardrobe, closet, press (0.14), sliding door (0.11), paintbrush (0.05), broom (0.05)"
Cast_members_have_felt_a_cold__eerie_wind_on_the_4.png,"prison, prison house (0.75), vault (0.09), sliding door (0.02)"
A_mischievous_spirit_inhabits_this_hotel_which_was.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.75), restaurant, eating house, eating place, eatery (0.11), prison, prison house (0.02), home theater, home theatre (0.02), monastery (0.02)"
When_first_entering_the_Civic_Auditorium__there_ca.png,"prison, prison house (0.72), vault (0.05), shoji (0.04)"
Custodial_and_late_night_staff_have_complained_of.png,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.09), refrigerator, icebox (0.07), sliding door (0.06), parking meter (0.05), vault (0.05)"
Custodians__teachers__and_students_have_all_heard.png,"basketball (0.62), shoji (0.24), sliding door (0.02)"
In_the_late_70s_a_farm_house_was_torn_down_to_make.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.95), airliner (0.04)"
Catacombs___Once_an_underground_museum__this_area.png,"prison, prison house (0.89), vault (0.08)"
Late_at_night_you_can_clearly_see_lights_in_the_tr.png,"lakeside, lakeshore (0.94)"
Story_of_a_ghost_of_a_girl_who_was_raped_and_murde.png,"lakeside, lakeshore (0.35), valley, vale (0.09), park bench (0.05), fountain (0.04), viaduct (0.03)"
The_ghost__s__of_one_or_two_people_have_been_seen.png,"boathouse (0.38), canoe (0.21), gondola (0.12), lakeside, lakeshore (0.11)"
K_Mart___every_year_on_February_14_some_people_hav.png,"barn (0.62), church, church building (0.09), prison, prison house (0.05), picket fence, paling (0.03), planetarium (0.02)"
The_students_share_a_legend_of_a_haunting_by_sayin.png,"shoji (0.47), sliding door (0.46)"
If_you_go_out_past_the_hornet_spook_light_and_go_t.png,"Sussex spaniel (0.08), Scotch terrier, Scottish terrier, Scottie (0.07), cocker spaniel, English cocker spaniel, cocker (0.06), Afghan hound, Afghan (0.06), miniature schnauzer (0.06)"
There_s_a_story_about_a_woman_who_had_a_baby_and_h.png,"guillotine (0.10), book jacket, dust cover, dust jacket, dust wrapper (0.05), syringe (0.05), comic book (0.05), spotlight, spot (0.04)"
_now_empty____This_spot_is_a_small_industrial_busi.png,"traffic light, traffic signal, stoplight (0.66)"
In_the_1950_s__several_well_known_citizens_of_Gads.png,"sea snake (0.18), submarine, pigboat, sub, U-boat (0.04), dam, dike, dyke (0.03), canoe (0.03), paddle, boat paddle (0.02)"
Mary_Jane_s_Bridge___Legend_is_her_boyfriend_raped.png,"groom, bridegroom (0.25), steel arch bridge (0.20), gown (0.13), conch (0.06), hoopskirt, crinoline (0.03)"
Coalgate_was_once_a_boomtown_for_foreigners_who_ca.png,"monastery (0.46), castle (0.22), prison, prison house (0.16), palace (0.05)"
voices_and_moving_objects_have_been_observed_here_.png,"sliding door (0.35), bannister, banister, balustrade, balusters, handrail (0.13), wardrobe, closet, press (0.05), shoji (0.04), radiator (0.03)"
In_the_1960s_a_man_fell_off_the_top_floor_of_the_s.png,"prison, prison house (0.47), shoji (0.35), sliding door (0.06)"
NASA_GSFC___Bldg__97_health_center_side___feels_as.png,"planetarium (0.30), library (0.27), cinema, movie theater, movie theatre, movie house, picture palace (0.24), flagpole, flagstaff (0.14)"
French_Quarter_this_is_haunted_for_vampire_hauntin.png,"prison, prison house (0.66)"
Reports_of_a_Vortex_here__strange_unexplainable_th.png,"fountain (0.56), vault (0.14), spotlight, spot (0.12), park bench (0.02)"
footsteps__toilets_flushing__and_voices_heard_when.png,"prison, prison house (0.95)"
Once_an_old_tea_room__219_e__side_boulevard_is_hau.png,"window shade (0.18), picket fence, paling (0.17), window screen (0.15), palace (0.13), fountain (0.08)"
The_place_of_an_old_pizza_parlor__still_in_busines.png,"prison, prison house (0.94), vault (0.02)"
March_2004_update_correction__formerly_a_double_li.png,"monastery (0.89), prison, prison house (0.02)"
There_have_been_reports_of_a_woman_with_red_heels.png,"prison, prison house (0.19), bannister, banister, balustrade, balusters, handrail (0.10), fire screen, fireguard (0.05), television, television system (0.04), sliding door (0.03)"
A_janitor_committed_suicide_on_the_third_floor_of.png,"swab, swob, mop (0.22), prison, prison house (0.08), broom (0.07), crutch (0.06), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.06)"
Judge_Isaac_Parker__who_hanged_around_80_people_he.png,"prison, prison house (0.83), organ, pipe organ (0.07), vault (0.03)"
A_man_playing_flute_appears_on_boulders_that_tower.png,"rifle (0.34), hartebeest (0.19), warthog (0.12), assault rifle, assault gun (0.08), bow (0.03)"
If_you_walk_down_the_tracks_late_at_night__you_wil.png,"passenger car, coach, carriage (0.57), electric locomotive (0.10), bannister, banister, balustrade, balusters, handrail (0.07), freight car (0.05), suspension bridge (0.02)"
haunted_by_two_ghost__In_the_late_eighteen_hundred.png,"palace (0.60), library (0.12), triumphal arch (0.03), monastery (0.02), dome (0.02)"
There_is_often_an_old_man_who_is_transparent__atte.png,"fur coat (0.80), cloak (0.02)"
Workers_have_reported_hearing_whistling_in_the_are.png,"monitor (0.69), projector (0.04), fountain (0.03)"
customers_say_that_there_are_cold_spots_in_the_sho.png,"toyshop (0.17), bookshop, bookstore, bookstall (0.09), sliding door (0.07), shoe shop, shoe-shop, shoe store (0.07), tobacco shop, tobacconist shop, tobacconist (0.06)"
When_you_are_in_the_basement_you_hear_boxes_flying.png,"gown (0.79), hoopskirt, crinoline (0.03)"
The_ghost_of_a_young_man_has_been_seen_by_several.png,"mortarboard (0.36), academic gown, academic robe, judge's robe (0.19), tile roof (0.05), vestment (0.05), basketball (0.03)"
reports_of___levitating_boulders__invisible_walls_.png,"barn (0.87), boathouse (0.04), church, church building (0.02)"
there_is_a_woman_in_the_back_of_the_school_who_scr.png,"vault (0.13), theater curtain, theatre curtain (0.12), abaya (0.11), sliding door (0.09), shower curtain (0.06)"
In_this_small_town_there_is_a_historical_place_cal.png,"church, church building (0.47), prayer rug, prayer mat (0.14), barn (0.05), boathouse (0.04), beacon, lighthouse, beacon light, pharos (0.02)"
This_fraternity_house_is_known_to_house_the_ghost.png,"prison, prison house (0.76), monastery (0.04)"
you_can_hear_people_if_you_get_out_of_your_car_run.png,"pool table, billiard table, snooker table (0.71), car mirror (0.05)"
a_man_that_was_stabbed_to_death_around_his_mobile.png,"cloak (0.17), abaya (0.13), academic gown, academic robe, judge's robe (0.13), suit, suit of clothes (0.10), mobile home, manufactured home (0.05)"
When_the_conditions_are_right__generally_right_bef.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.94), pole (0.03)"
A_Ghost_of_unknown_Origin_locks_the_waitresses_in.png,"comic book (0.52), book jacket, dust cover, dust jacket, dust wrapper (0.10), wallet, billfold, notecase, pocketbook (0.03), coffee mug (0.03), buckle (0.03)"
it_is_said_that_a_young_man_hung_himself_in_the_sc.png,"theater curtain, theatre curtain (0.93)"
apparently_a_young_girl_hung_herself_in_the_dark_r.png,"miniature schnauzer (0.07), prison, prison house (0.05), window shade (0.05), four-poster (0.03), tabby, tabby cat (0.03)"
Columbia_Hall___There_used_to_be_an_extension_to_t.png,"palace (0.80), castle (0.06)"
You_can_hear_a_girl_screaming_for_help__That_occur.png,"spotlight, spot (0.60), shower curtain (0.23), fountain (0.02)"
The_employees_have_fondly_named_the__spirit__Bob_.png,"tobacco shop, tobacconist shop, tobacconist (0.41), grocery store, grocery, food market, market (0.09), vending machine (0.06), bakery, bakeshop, bakehouse (0.02), shoe shop, shoe-shop, shoe store (0.02)"
She_has_been_named_Jessica__She_moves_things__turn.png,"mosquito net (0.56), abaya (0.04), gown (0.04), cloak (0.03), shower curtain (0.02)"
haunted_by_ghost__lights_turn_off_and_on__a_girl_w.png,"shoji (0.79), sliding door (0.02)"
A_ghost_is_said_to_haunt_Howard_Auditorium__The_se.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.97)"
About_three_miles_down_a_gravel_road__about_10_fro.png,"barn (0.65), church, church building (0.14), boathouse (0.03), beacon, lighthouse, beacon light, pharos (0.02)"
The_Robie_Andrews_Dorm____Local_documentation_indi.png,"library (0.85), flagpole, flagstaff (0.05)"
a_boy_student_in_the_mid_90_s_left_a_suicide_note.png,"spotlight, spot (0.18), bannister, banister, balustrade, balusters, handrail (0.14), television, television system (0.13), sliding door (0.10), prison, prison house (0.09)"
Rios_Canyon___The_ghosts_of_two_cowboys_can_be_see.png,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.79)"
In_the_late_1800_s__there_were_numerous_people_han.png,"palace (0.35), gondola (0.15), library (0.03), fountain (0.02), picket fence, paling (0.02)"
An_Employee_was_killed_by_a_dropped_engine_block_.png,"prison, prison house (0.23), patio, terrace (0.13), vault (0.07), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.05), sliding door (0.03)"
Some_of_the_workers_say_that_the_elevator_will_go.png,"sliding door (0.30), prison, prison house (0.08), shovel (0.05), broom (0.03), radiator (0.03)"
Some_people_say_that_the_YMCA_was_built_on_an_anci.png,"limousine, limo (0.27), fountain (0.14), palace (0.08), tub, vat (0.06), police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria (0.05)"
The_park_used_to_be_the_estate_of_the_brand_family.png,"barn (0.36), church, church building (0.19), park bench (0.05), birdhouse (0.03), worm fence, snake fence, snake-rail fence, Virginia fence (0.03)"
long_ago_an_boy_went_and_hung_himself_in_the_ladie.png,"cloak (0.37), barbershop (0.08), abaya (0.04), crutch (0.03), fur coat (0.02)"
The_old_high_school_has_been_converted_into_a_busi.png,"radiator (0.41), prison, prison house (0.35), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.13)"
Witnesses_have_heard_the_laughter_of_children_as_i.png,"prayer rug, prayer mat (0.47), vault (0.15), monastery (0.03), wardrobe, closet, press (0.02), shoji (0.02)"
This_is_a_very_old_bridge_with_one_lane_and_steel.png,"snowplow, snowplough (0.61), park bench (0.10), fountain (0.06)"
There_is_this_old_train_station_in_Frostburg_Maryl.png,"boathouse (0.48), barn (0.16), church, church building (0.14), lumbermill, sawmill (0.04), passenger car, coach, carriage (0.02)"
Apparitions_and_footsteps_are_seen_and_heard_.png,"cloak (0.61), gown (0.09), vestment (0.05), abaya (0.02)"
some_employees_heard_foot_steps_at_2nd_floor_at_ni.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.09), vault (0.08), home theater, home theatre (0.07), palace (0.07), shoji (0.06)"
This_used_to_be_the_Old_Iron_Plant__but_is_now_a_p.png,"pier (0.21), prison, prison house (0.11), passenger car, coach, carriage (0.04), bullet train, bullet (0.04), dock, dockage, docking facility (0.03)"
This_is_a_retirement_home_with_its_own_church__cem.png,"church, church building (0.51), barn (0.19), monastery (0.04), lakeside, lakeshore (0.02)"
February_2007_correction__Formerly_listed_as_Fox_H.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.92), mobile home, manufactured home (0.02)"
Lights_have_turned_themselves_off_on_by_themselves.png,"lampshade, lamp shade (0.54), table lamp (0.06), spotlight, spot (0.05), restaurant, eating house, eating place, eatery (0.02), altar (0.02)"
it_use_to_be_a_Hotel_and_tavern_from_1700_s_I_ve_h.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.46), streetcar, tram, tramcar, trolley, trolley car (0.09), library (0.07), restaurant, eating house, eating place, eatery (0.06), bookshop, bookstore, bookstall (0.03)"
Highway_11___There_is_a_nun_that_is_dressed_in_gra.png,"mailbox, letter box (0.56), picket fence, paling (0.20), iron, smoothing iron (0.05)"
When_the_building_was_still_a_church_educational_b.png,"bannister, banister, balustrade, balusters, handrail (0.91), coil, spiral, volute, whorl, helix (0.07)"
The_White_Lady_can_often_be_seen_walking_alongside.png,"traffic light, traffic signal, stoplight (0.20), street sign (0.05), water tower (0.04), volcano (0.04), balloon (0.03)"
In_room_9__reports_of_an_apparition_of_a_boy_doing.png,"desk (0.87), shoji (0.02)"
A_K_A__Hatchet_Park___Reports_of_the_merry_go_roun.png,"cloak (0.19), groom, bridegroom (0.14), gown (0.13), fur coat (0.05), komondor (0.04)"
Numerous_cowboy_ghosts_have_been_seen_and_photogra.png,"cowboy hat, ten-gallon hat (0.96)"
On_stormy_nights__just_before_and_right_after_a_st.png,"barn (0.87), church, church building (0.02)"
Every_Business_that_is_built_here_starts_off_good.png,"barbershop (0.49), bookshop, bookstore, bookstall (0.20), bakery, bakeshop, bakehouse (0.11), restaurant, eating house, eating place, eatery (0.07), tobacco shop, tobacconist shop, tobacconist (0.05)"
cowboys_ghosts_make_the_sounds_of_a_bar_room_fight.png,"cowboy hat, ten-gallon hat (0.94), sombrero (0.05)"
A_mysterious_lady_with_a_bluish_glow_has_been_seen.png,"fountain (0.86), dome (0.02), theater curtain, theatre curtain (0.02)"
Theater___A_girl_killed_herself_because_her_boyfri.png,"theater curtain, theatre curtain (0.88), shower curtain (0.03)"
It_belongs_to_the_Daughters_of_the_American_Revolu.png,"maypole (0.39), prison, prison house (0.05), swing (0.03), castle (0.03), tripod (0.03)"
Supposedly__a_run_away_slave_was_hung_from_the_bri.png,"pier (0.48), worm fence, snake fence, snake-rail fence, Virginia fence (0.33), picket fence, paling (0.05), bannister, banister, balustrade, balusters, handrail (0.03), steel arch bridge (0.03)"
The_Old_Pioneer_Cemetary_in_Damascus__Oregon_is_cr.png,"park bench (0.32), birdhouse (0.20), mailbox, letter box (0.09), worm fence, snake fence, snake-rail fence, Virginia fence (0.08), picket fence, paling (0.02)"
Reports_of_eyes_burning__dizziness__and_the_feelin.png,"obelisk (0.55), pole (0.19), flagpole, flagstaff (0.03)"
This_library_opened_in_1924_Over_the_years_several.png,library (0.90)
June_2008_Correction__Has_been_removed__Story_was.png,"prison, prison house (0.22), prayer rug, prayer mat (0.15), sleeping bag (0.11), studio couch, day bed (0.08), stretcher (0.05)"
The_ghost_of_the_master_of_the_house_is_said_to_ha.png,"prison, prison house (0.81), radiator (0.08)"
it_is_a_long_curvy_road__There_have_been_sightings.png,"bobsled, bobsleigh, bob (0.57), dam, dike, dyke (0.12), wing (0.04), alp (0.03)"
There_s_a_police_officer_ghost_that_roams_Golden_G.png,"cab, hack, taxi, taxicab (0.95)"
Theater___Believed_to_be_haunted_by_many_spirits_.png,"wardrobe, closet, press (0.08), prison, prison house (0.04), sliding door (0.04), shower curtain (0.04), cocktail shaker (0.02)"
There_is_a_child_that_haunts_the_old_chapel__he_wa.png,"church, church building (0.86), fountain (0.02)"
Teachers_been_knowing_that_the_500_building_is_hau.png,"prison, prison house (0.59), sliding door (0.08), shoji (0.04), vault (0.02), turnstile (0.02)"
many_pictures_taken_not_all_at_once__but_mysteriou.png,"pool table, billiard table, snooker table (0.68), home theater, home theatre (0.02), sliding door (0.02), bannister, banister, balustrade, balusters, handrail (0.02)"
This_ship_is_haunted_by_3_ghosts_of_sailors_killed.png,"wreck (0.30), aircraft carrier, carrier, flattop, attack aircraft carrier (0.14), airship, dirigible (0.12), liner, ocean liner (0.08), radio telescope, radio reflector (0.04)"
around_the_school_and_the_main_street_there_are_al.png,"barn (0.84), flagpole, flagstaff (0.04), pole (0.02)"
According_to_many_workers__a_ghost_roams_the_halls.png,"prison, prison house (0.93), vault (0.02)"
If_you_put_your_car_in_neutral_at_the_bottom_of_th.png,"racer, race car, racing car (0.95), car wheel (0.02)"
It_has_been_heard_by_the_late_night_joggers_that_f.png,"dam, dike, dyke (0.35), langur (0.19), canoe (0.08), lakeside, lakeshore (0.03), fountain (0.02)"
At_the_top_of_the_mountain_at_Dry_Hill_Rd__going_n.png,"snowplow, snowplough (0.13), snowmobile (0.13), alp (0.05), geyser (0.04), dogsled, dog sled, dog sleigh (0.04)"
One_of_the_Mobil_home_spaces___In_one_of_the_space.png,"tub, vat (0.24), vault (0.23), four-poster (0.15), prison, prison house (0.05), mosquito net (0.04)"
Two_tall_figures_have_been_seen_walking_the_midst.png,"abaya (0.58), megalith, megalithic structure (0.04), cloak (0.04), academic gown, academic robe, judge's robe (0.02), missile (0.02)"
An_old_shut_down_mental_hospital_and_insane_asylum.png,"prison, prison house (0.85), monastery (0.03), dam, dike, dyke (0.02)"
English_Building___Where_the_building_stands_now_.png,"prison, prison house (0.23), vault (0.20), cinema, movie theater, movie theatre, movie house, picture palace (0.10), library (0.06), monastery (0.02)"
The_office_is_just_inside_the_front_door_as_is_the.png,"prison, prison house (0.12), home theater, home theatre (0.09), shoji (0.08), photocopier (0.06), sliding door (0.06)"
It_s_located_behind_Irvine_park_and_the_signs_that.png,"flagpole, flagstaff (0.32), pole (0.27), beacon, lighthouse, beacon light, pharos (0.07), water tower (0.06)"
old_family_owned_bowling_center_was_sold__new_owne.png,"water jug (0.14), coffeepot (0.12), toaster (0.07), water bottle (0.06), bucket, pail (0.03)"
Beautiful_semi_ghost_town_in_the_Inyo_Mountains_ea.png,"barn (0.34), church, church building (0.24), alp (0.14), boathouse (0.05), bell cote, bell cot (0.04)"
The_townhouses_around_this_area_have_been_reported.png,"picket fence, paling (0.61), mobile home, manufactured home (0.13), barn (0.04), boathouse (0.03), church, church building (0.03)"
A_young_girl_who_went_there_killed_herself_in_1999.png,"cloak (0.81), abaya (0.03)"
Now_used_as_storage_for_the_city__witness_have_rep.png,"prison, prison house (0.39), window shade (0.09), picket fence, paling (0.04), window screen (0.04), library (0.03)"
A_young_boy_that_goes_by_the_name_of_Toby_committe.png,"sliding door (0.18), television, television system (0.07), spotlight, spot (0.07), wardrobe, closet, press (0.04), microphone, mike (0.02)"
Macarthur_Park____This_area_was_a_military_trainin.png,"church, church building (0.94), monastery (0.02)"
when_going_back_sometimes_you_can_hear_voices_yell.png,"barn (0.63), church, church building (0.15), boathouse (0.08), beacon, lighthouse, beacon light, pharos (0.02)"
In_the_late_1960_s_a_swim_coach_who_taught_at_the.png,"valley, vale (0.80), lakeside, lakeshore (0.05)"
During_the_1800_s__a_young_woman_hanged_herself_in.png,"palace (0.59), gondola (0.11), streetcar, tram, tramcar, trolley, trolley car (0.06), prison, prison house (0.02)"
Hotel_Lee___At_least_three_spirits_have_been_seen.png,"palace (0.62), library (0.12), restaurant, eating house, eating place, eatery (0.04), prison, prison house (0.04), cinema, movie theater, movie theatre, movie house, picture palace (0.03)"
A_kind_elderly_ghost_named_Henry_haunts_this_store.png,"barbershop (0.93), bakery, bakeshop, bakehouse (0.02)"
Around_midnight_a_lady_wearing_a_white_wedding_dre.png,"hoopskirt, crinoline (0.22), groom, bridegroom (0.10), overskirt (0.08), gown (0.05), abaya (0.04)"
It_is_said_that_in_the_basement_auditorium_and_in.png,"prison, prison house (0.98)"
A_ghost_called_Julhunts_the_place__People_see_the.png,"mosquito net (0.11), spotlight, spot (0.10), abaya (0.10), cloak (0.08), shower curtain (0.06)"
Performing_Arts_Building___In_the_Performing_Arts.png,"prison, prison house (0.97)"
Dishes_would_sometimes_shake_and_spread_out_all_ac.png,"cup (0.12), dishwasher, dish washer, dishwashing machine (0.05), prayer rug, prayer mat (0.03), microwave, microwave oven (0.03), soup bowl (0.03)"
Students_have_reported_seeing_a__white_nun__roamin.png,"vestment (0.65), lab coat, laboratory coat (0.11), cloak (0.04), gown (0.02)"
A_woman_has_been_seen_on_several_occasions_in_the.png,"library (0.70), bookshop, bookstore, bookstall (0.12)"
The_story_is_told_that_on_the_old_narrow_bridge_th.png,"suspension bridge (0.38), pier (0.31), bannister, banister, balustrade, balusters, handrail (0.02)"
