Filename,Detected Objects
Granada_convalescing_hospital___October_2007__this.png,"prison, prison house (0.82), restaurant, eating house, eating place, eatery (0.04), barbershop (0.02), vault (0.02)"
One_night_we_were_sitting_in_the_hallway_a_lady_an.png,"greenhouse, nursery, glasshouse (0.84), prison, prison house (0.02)"
COMPUTERS_GO_ON_AND_OFF_OCASSIONALLY__PEOPLE_FEEL.png,"comic book (0.18), cassette player (0.18), tape player (0.13), book jacket, dust cover, dust jacket, dust wrapper (0.07), maze, labyrinth (0.06)"
Feelings_of_being_watched_from_the_street__A_witne.png,"barn (0.33), viaduct (0.22), chainlink fence (0.05), picket fence, paling (0.04), worm fence, snake fence, snake-rail fence, Virginia fence (0.03)"
Kerns_Relgious_Life_Center___the_basement_of_the_o.png,"barn (0.44), lumbermill, sawmill (0.09), sliding door (0.07), picket fence, paling (0.05), boathouse (0.05)"
It_was_once_a_hospital__All_of_the_rooms_on_the_se.png,"prison, prison house (0.81), radiator (0.03)"
several_reports_of_seeing_apparitions_in_the_dark_.png,"picket fence, paling (0.82), boathouse (0.03), swing (0.03), mobile home, manufactured home (0.02)"
On_the_opening_day_of_the_new_complex__a_library_h.png,"palace (0.33), library (0.16), prison, prison house (0.03), bookshop, bookstore, bookstall (0.03), tobacco shop, tobacconist shop, tobacconist (0.03)"
Hillside_Cemetery_is_a_very_old_cemetery_with_inte.png,"pedestal, plinth, footstall (0.63), obelisk (0.13), apiary, bee house (0.10), triumphal arch (0.02), brass, memorial tablet, plaque (0.02)"
The_newly_abandoned_school_has_many_beliefs_about.png,"monastery (0.39), palace (0.23), prison, prison house (0.07), castle (0.07), church, church building (0.03)"
The_Horton_House_is_an_abandoned_house_located_on.png,"palace (0.48), castle (0.29), monastery (0.03)"
Apparition_of_a_man_with_a_lantern_walking_the_tra.png,"church, church building (0.32), beacon, lighthouse, beacon light, pharos (0.17), picket fence, paling (0.08), barn (0.05), spotlight, spot (0.02)"
This_stretch_of_forest_is_said_to_be_haunted_by_th.png,"bannister, banister, balustrade, balusters, handrail (0.23), swing (0.07), park bench (0.05), parallel bars, bars (0.04), prayer rug, prayer mat (0.04)"
An_old_woman_is_said_to_have_committed_suicide_by.png,"cloak (0.29), fur coat (0.09), vestment (0.06), trench coat (0.04), upright, upright piano (0.03)"
Reports_of_a_ghost_child_that_plays_with_a_basketb.png,"television, television system (0.45), fire screen, fireguard (0.07), barn (0.05), barrow, garden cart, lawn cart, wheelbarrow (0.04), boathouse (0.03)"
The_cheerleaders_were_hazing_the_new_recruits_in_t.png,"miniskirt, mini (0.57), knee pad (0.06), maillot (0.03), volleyball (0.02), bearskin, busby, shako (0.02)"
There_are_a_series_of_tunnels_that_run_under_Old_S.png,"prison, prison house (0.81), barn (0.02), vault (0.02)"
Carondelet_dormitory___there_are_nuns_seen_walking.png,"prison, prison house (0.95)"
Off_of_Nogales_and_Amar_Rd_there_is_an_abandon_Chu.png,"monastery (0.27), castle (0.08), stone wall (0.07), church, church building (0.06), barn (0.05)"
Its_been_abandoned_for_many_years_now_and_has_been.png,"church, church building (0.72), barn (0.20)"
Gravity_Hill___In_the_1950_s_a_school_bus_was_driv.png,"unicycle, monocycle (0.11), car mirror (0.07), mobile home, manufactured home (0.07), park bench (0.03), traffic light, traffic signal, stoplight (0.03)"
A_little_girl_dressed_in_white_will_walk_in_front.png,"bonnet, poke bonnet (0.31), cloak (0.23), velvet (0.08), overskirt (0.03), fur coat (0.03)"
A_young_boy_died_there_one_summer_day__They_named.png,"prison, prison house (0.64), vault (0.11)"
Near_Prattville__north_of_Montgomery__in_which_the.png,"greenhouse, nursery, glasshouse (0.90), prison, prison house (0.02)"
Site_of_the_Ohio_State_Pen____built_where_the_old.png,"barn (0.37), worm fence, snake fence, snake-rail fence, Virginia fence (0.22), picket fence, paling (0.10), church, church building (0.02)"
There_are_woods_right_across_the_street_that_has_t.png,barn (0.95)
Everyone_that_moves_into_these_homes_asks_if_anyon.png,"lumbermill, sawmill (0.57), crate (0.13), moving van (0.05), thresher, thrasher, threshing machine (0.02)"
Large_scary_road__has_several_J_turns_and_if_you_l.png,"park bench (0.11), chainlink fence (0.10), worm fence, snake fence, snake-rail fence, Virginia fence (0.08), unicycle, monocycle (0.04), viaduct (0.04)"
Built_in_1811__this_abandoned_inn_is_haunted_by_tw.png,"shoji (0.13), prison, prison house (0.12), sliding door (0.10), vault (0.10), palace (0.06)"
The_Woods_Of_Streeter_Rd_are_haunted_or_something_.png,"lakeside, lakeshore (0.22), park bench (0.08), stone wall (0.07), megalith, megalithic structure (0.06), viaduct (0.05)"
There_is_a_small_cemetery_at_the_top_of_wildwood_d.png,"hay (0.29), maze, labyrinth (0.19), park bench (0.02), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.02), fountain (0.02)"
The_school_was_built_in_the_early_50_s__There_was.png,"church, church building (0.97)"
reports_from_Wal_Mart_employees_that_their_keys_di.png,"grocery store, grocery, food market, market (0.98)"
Ft__Meigs_State_Memorial___This_is_an_old_fort_and.png,"triumphal arch (0.45), pedestal, plinth, footstall (0.11), brass, memorial tablet, plaque (0.06), stupa, tope (0.03), bell cote, bell cot (0.02)"
If_you_go_upstairs_or_to_the_bathroom_at_night__co.png,"prison, prison house (0.61), bannister, banister, balustrade, balusters, handrail (0.05), shoji (0.03)"
There_is_a_ghost_of_a_male_in_his_late_teens_early.png,"church, church building (0.61), picket fence, paling (0.16), flagpole, flagstaff (0.03)"
the_Cincinnati_Subway_was_built_in_the_1920_s_and.png,"prison, prison house (0.80)"
There_is_a_long_story_of_the_blue_flame_ghost_a_gi.png,"picket fence, paling (0.58), barn (0.08), church, church building (0.07), mobile home, manufactured home (0.03), boathouse (0.02)"
Reports_of_hauntings_on_the_third_floor_blasting_m.png,"castle (0.45), palace (0.15), church, church building (0.12), dome (0.04), window screen (0.02)"
In_the_high_school_s_auditorium_there_is_a_believe.png,"coil, spiral, volute, whorl, helix (0.53), bannister, banister, balustrade, balusters, handrail (0.18), vault (0.07), maze, labyrinth (0.03)"
Reports_of_four_kids_walking_around_the_housing_de.png,"church, church building (0.34), prison, prison house (0.13), restaurant, eating house, eating place, eatery (0.05), castle (0.04), monastery (0.04)"
Twenty_Seven_Years_ago___Four_Doyline_High_School.png,"picket fence, paling (0.20), palace (0.20), beacon, lighthouse, beacon light, pharos (0.06), boathouse (0.04), library (0.02)"
It_is_believed_that_the_Ghost_of_Mr__Hammond__his.png,"church, church building (0.20), book jacket, dust cover, dust jacket, dust wrapper (0.11), spotlight, spot (0.08), picket fence, paling (0.05), barn (0.03)"
Brown_Hall___haunted_by_ghost_of_a_woman__The_uppe.png,"palace (0.90), castle (0.03)"
It_has_been_said_if_you_go_to_Kimberly_Crest_after.png,"church, church building (0.93)"
230_E__Court_St___A_former_worker_reports_While_wo.png,"picket fence, paling (0.78), boathouse (0.05), mobile home, manufactured home (0.02)"
Used_to_be_an_old_orphanage_that_burnt_down_in_the.png,"palace (0.68), monastery (0.11), castle (0.10)"
Located_on_H_and_22nd_St__in_Sacramento__this_two.png,"window shade (0.18), prison, prison house (0.13), picket fence, paling (0.07), window screen (0.06), restaurant, eating house, eating place, eatery (0.04)"
It_s_said_that_if_you_drive_by_the_cemetery_late_a.png,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.92), limousine, limo (0.02)"
a_young_woman_in_a_old_fashion_dress_has_been_seen.png,"barn (0.28), barrow, garden cart, lawn cart, wheelbarrow (0.24), picket fence, paling (0.07), tractor (0.03), groom, bridegroom (0.03)"
There_is_a_ghost_that_haunts_Litchfield__supposedl.png,"cloak (0.14), prayer rug, prayer mat (0.13), vestment (0.06), grand piano, grand (0.05), barber chair (0.03)"
The_remains_of_a_physically_abusive_school_teacher.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
In_the_back_room_the_upstairs_is_haunted_by_someth.png,"prison, prison house (0.92)"
Mary_Morse_Hall___the_ghost_of_a_man_in_one_of_the.png,"marimba, xylophone (0.14), altar (0.12), upright, upright piano (0.09), grand piano, grand (0.08), prison, prison house (0.07)"
A_lady_in_white_appears_in_the_right_back_corner_i.png,"gown (0.49), cloak (0.25), groom, bridegroom (0.09), hoopskirt, crinoline (0.05)"
Various_orbs_can_be_seen_at_night__People_can_be_s.png,"patio, terrace (0.67), vault (0.13), restaurant, eating house, eating place, eatery (0.04), monastery (0.03)"
Formerly_listed_as_Gore_Orphanage___ghosts_of_orph.png,"monastery (0.35), prison, prison house (0.29), palace (0.09)"
At_night_at_midnight_shift_footsteps_from_a_mental.png,"spotlight, spot (0.13), church, church building (0.09), restaurant, eating house, eating place, eatery (0.09), planetarium (0.06), cinema, movie theater, movie theatre, movie house, picture palace (0.06)"
There_are_reports_of_a_ghostly_man_that_wanders_ar.png,"monastery (0.33), castle (0.25), church, church building (0.16), palace (0.07)"
Around_1_00_or_2_00_o_clock_at_night_a_car_with_it.png,"church, church building (0.60), analog clock (0.16), rugby ball (0.02)"
the_ghost_of_a_black_woman_dress_in_old_fashion_ty.png,"shower curtain (0.78), theater curtain, theatre curtain (0.17)"
It_is_said_that_at_night_you_can_hear_football_pla.png,"dome (0.19), church, church building (0.16), library (0.15), palace (0.06), planetarium (0.05)"
It_is_haunted_by_Mary_Jane__Everyone_calls_her__Bl.png,"church, church building (0.51), palace (0.19), picket fence, paling (0.14)"
In_the_courtyard_there_have_been_several_sightings.png,"prison, prison house (0.34), vault (0.20), palace (0.07), monastery (0.05), tile roof (0.02)"
on_Collingwood_Ave__has_several_ghosts_inhabiting.png,"barn (0.78), picket fence, paling (0.07)"
Reisterstown_Road_to_Mount_Wilson_Lane__go_to_end.png,"unicycle, monocycle (0.23), mailbox, letter box (0.07), mobile home, manufactured home (0.06), car mirror (0.04), bicycle-built-for-two, tandem bicycle, tandem (0.03)"
The_county_courthouse_was_previously_the_city_hosp.png,"palace (0.86), library (0.04)"
Malheur_Butte_is_a_dead_volcano_overlooking_Ontari.png,"barn (0.82), church, church building (0.03), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
Apparition_of_a_boy_that_hung_himself_has_been_see.png,"football helmet (0.22), ballplayer, baseball player (0.16), crash helmet (0.11), gasmask, respirator, gas helmet (0.06), prison, prison house (0.03)"
A_shadowy_figure_has_been_reported_lurking_in_the.png,"church, church building (0.75), dome (0.02), monastery (0.02), palace (0.02)"
A_ghost_named_Amy_haunts_this_road__Amy_was_murder.png,"abaya (0.40), vestment (0.28), cloak (0.06)"
there_s_a_road_where_you_can_park_your_car_at_the.png,"park bench (0.21), shopping cart (0.12), lakeside, lakeshore (0.08), mailbox, letter box (0.06), umbrella (0.04)"
Ghost_lights_appear_from_time_to_time__A_woman_s_v.png,"park bench (0.60), fountain (0.23), rocking chair, rocker (0.02)"
Employees_have_reported_things_falling_off_of_shel.png,"vault (0.16), lumbermill, sawmill (0.14), restaurant, eating house, eating place, eatery (0.13), four-poster (0.09), prison, prison house (0.08)"
This_place_for_plays_and_musicals_is_haunted_by_an.png,"barn (0.69), picket fence, paling (0.05), church, church building (0.03), prison, prison house (0.02), park bench (0.02)"
The_school_s_print_shop_believed_to_be_haunted_by.png,"library (0.55), prison, prison house (0.09), park bench (0.04)"
At_the_time_slavery_was_declared_illegal_in_Massac.png,"barn (0.79), church, church building (0.02)"
This_place_is_often_called_Mutane_Town__The_entire.png,palace (0.91)
At_night_you_can_hear_the_voices_of_children___chi.png,"park bench (0.75), barn (0.12), worm fence, snake fence, snake-rail fence, Virginia fence (0.03)"
King_House___Chills_were_felt_when_sitting_on_the.png,"picket fence, paling (0.64), boathouse (0.05), church, church building (0.04), lakeside, lakeshore (0.03), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
Swift_Mansion___A_K_A__Known_as____The_Old_Swift_P.png,"palace (0.91), library (0.02)"
Reports_of_feelings_of_being_watched_and_sightings.png,"palace (0.22), prison, prison house (0.18), window shade (0.08), monastery (0.07), church, church building (0.04)"
It_has_been_said_that_the_third_floor_is_haunted_b.png,"palace (0.52), castle (0.26), church, church building (0.03)"
Fudge_Road___June_2008___Hoax_Rumor___not_haunted.png,"unicycle, monocycle (0.06), alp (0.05), mountain bike, all-terrain bike, off-roader (0.05), viaduct (0.03), valley, vale (0.02)"
there_is_a_phantom_of_a_mummy_known_to_locals_as__.png,"abaya (0.19), cloak (0.16), stretcher (0.16), ski mask (0.10), gasmask, respirator, gas helmet (0.07)"
in_the_gym_there_has_been_people_bouncing_the_ball.png,"barbell (0.29), dumbbell (0.23), rifle (0.03), parallel bars, bars (0.02), punching bag, punch bag, punching ball, punchball (0.02)"
The_Point_Hiton___The_main_ballroom_is_haunted_by.png,"library (0.43), barn (0.21), boathouse (0.02), window screen (0.02), prison, prison house (0.02)"
Where_to_begin____No_one_knows_exactly_what_the_ca.png,"picket fence, paling (0.68), church, church building (0.04), barn (0.04), window screen (0.02), flagpole, flagstaff (0.02)"
Davis_Hall___There_was_said_that_a_kid_hung_himsel.png,"prison, prison house (0.80), sliding door (0.05), library (0.02), shoji (0.02)"
There_is_an_old_orphanage_owned_by_a_local_family.png,"boathouse (0.25), beacon, lighthouse, beacon light, pharos (0.14), castle (0.12), barn (0.06), dome (0.04)"
The_ghosts_that_haunt_it_are_there_because_the_sch.png,"prison, prison house (0.29), vault (0.12), barn (0.06), sliding door (0.02)"
Believed_to_be_haunted_by_a_little_girl__witnesses.png,"church, church building (0.76), bell cote, bell cot (0.05), barn (0.04)"
There_are_two_ghosts_on_campus__1__Alice__a_ghost.png,barn (0.80)
When_you_first_walk_in_the_entrance_you_are_greete.png,"barn (0.24), lumbermill, sawmill (0.13), wardrobe, closet, press (0.06), prison, prison house (0.03), sliding door (0.02)"
Some_people_claim_that_this_beach_house_is_haunted.png,"church, church building (0.52), barn (0.16), bell cote, bell cot (0.08), boathouse (0.02)"
a_woman_was_killed_in_the_building_on_the_corner_1.png,"picket fence, paling (0.87), mobile home, manufactured home (0.02), boathouse (0.02)"
The_road_directly_to_the_right_of_Corathers_Exterm.png,"chainlink fence (0.74), park bench (0.07), viaduct (0.05), shopping cart (0.02)"
A_haunted_rocky_shore_line__A_young_female_ghost_a.png,"geyser (0.30), breakwater, groin, groyne, mole, bulwark, seawall, jetty (0.13), volcano (0.10), beacon, lighthouse, beacon light, pharos (0.04), promontory, headland, head, foreland (0.04)"
Corner_of_Garey___Holt__St____Multiple_entities__f.png,"pole (0.37), traffic light, traffic signal, stoplight (0.31), trolleybus, trolley coach, trackless trolley (0.07), streetcar, tram, tramcar, trolley, trolley car (0.02), street sign (0.02)"
In_Hardin_County_on_CR_125__a_cemetery_located_nex.png,"barn (0.94), church, church building (0.02)"
February_2007_Correction__Formerly_listed_as_Myles.png,barn (0.98)
This_restaurant_was_previously_a_house_in_the_1800.png,"restaurant, eating house, eating place, eatery (0.95)"
The_old_school_that_is_attached_to_the_hospital_is.png,"church, church building (0.51), barn (0.10), picket fence, paling (0.10), analog clock (0.06)"
Dead_Man_s_Curve___a_car_full_of_teenagers_going_a.png,"car wheel (0.24), beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.20), pickup, pickup truck (0.15), grille, radiator grille (0.11), cab, hack, taxi, taxicab (0.05)"
The_story_is_said_that_a_boy_who_had_shot_himself.png,"barn (0.64), prison, prison house (0.04)"
Robins_Hall___In_Robins_hall_the_voice_of_two_boys.png,"prison, prison house (0.99)"
mysterious_appearances_of_a_ghost_named_Mikey_expe.png,"picket fence, paling (0.48), boathouse (0.20), barn (0.12), church, church building (0.04)"
Back_in_the_1600_s__Deerfield_was_raided_by_a_band.png,"barn (0.56), thatch, thatched roof (0.26), boathouse (0.03), church, church building (0.02)"
It_is_Said_that_a_young_girl_was_noticed_talking_t.png,"monastery (0.74), church, church building (0.12)"
The_ghosts_of_mental_patients_that_were_tortured_.png,"stretcher (0.88), sleeping bag (0.03), prison, prison house (0.02)"
Sigma_Nu_House___The_Sigma_Nu_House_in_Akron_has_b.png,"picket fence, paling (0.46), library (0.27), flagpole, flagstaff (0.07), church, church building (0.02), window shade (0.02)"
During_a_fire_in_the_early_1900_s__a_young_bride_n.png,"church, church building (0.19), barn (0.15), chainlink fence (0.10), spotlight, spot (0.08), picket fence, paling (0.06)"
This_is_a_camp_over_100_years_old__there_are_numer.png,"yurt (0.26), barn (0.16), boathouse (0.09), mountain tent (0.07), mobile home, manufactured home (0.04)"
Theater___An_old_paddle_wheel_boat_docked_at_Old_S.png,"church, church building (0.51), barn (0.36), castle (0.02)"
Female_ghost_has_been_heard_walking_on_third_floor.png,"cloak (0.84), abaya (0.03)"
This_girl_scout_camp_is_known_for_the_legend_of_th.png,"boathouse (0.44), birdhouse (0.20), barn (0.06), church, church building (0.02), gondola (0.02)"
Reports_of_feeling_a_strange_presence_.png,"monastery (0.34), church, church building (0.32), castle (0.15), palace (0.04)"
They_say_in_back_of_the_school_there_was_a_little.png,"prison, prison house (0.83)"
Building_J___A_female_apparition_can_be_seen_along.png,"crane (0.10), library (0.09), fountain (0.05), cab, hack, taxi, taxicab (0.05), street sign (0.04)"
Murphys_Historical_Hotel___Instant_feeling_of_some.png,"monastery (0.52), palace (0.32), prison, prison house (0.06)"
In_the_1800_s__the_McGreen_was_given_money_as_a_gi.png,"boathouse (0.75), picket fence, paling (0.04), lakeside, lakeshore (0.02)"
it_use_to_be_the_home_of_an_elderly_couple_who_als.png,"picket fence, paling (0.38), lakeside, lakeshore (0.17), boathouse (0.09), window shade (0.03), beacon, lighthouse, beacon light, pharos (0.03)"
Old_Confederate_Graveyard___An_old_Confederate_gra.png,"megalith, megalithic structure (0.96)"
Strange_things_would_happen_during_the_dead_of_nig.png,"barrow, garden cart, lawn cart, wheelbarrow (0.10), umbrella (0.08), sax, saxophone (0.07), prison, prison house (0.04), shovel (0.03)"
A_little_girl_died_on_the_third_floor_of_this_aban.png,"picket fence, paling (0.25), prison, prison house (0.07), maze, labyrinth (0.03), bell cote, bell cot (0.02), crutch (0.02)"
On_a_visit_to_New_Orleans_we_stayed_in_the_Pontcha.png,"prison, prison house (0.48), cinema, movie theater, movie theatre, movie house, picture palace (0.06), pole (0.04), flagpole, flagstaff (0.03), library (0.02)"
the_story_is_that_a_bunch_of_kids_where_on_a_Catho.png,"boathouse (0.57), beacon, lighthouse, beacon light, pharos (0.26), picket fence, paling (0.02)"
Built_in_the_early_1800_s__Marion_Military_Institu.png,"picket fence, paling (0.54), boathouse (0.15), palace (0.06), flagpole, flagstaff (0.03)"
On_a_remote_backpacking_loop_in_the_Zaleski_State.png,barn (0.86)
a_witness_saw_things_flying_off_the_walls_like_som.png,"tricycle, trike, velocipede (0.11), racket, racquet (0.08), unicycle, monocycle (0.07), barrow, garden cart, lawn cart, wheelbarrow (0.07), spotlight, spot (0.04)"
This_small_cemetery__no_longer_used__is_located_on.png,"picket fence, paling (0.87), worm fence, snake fence, snake-rail fence, Virginia fence (0.04)"
While_rehearsing_on_stage__several_cast_members_ha.png,"electric fan, blower (0.79), punching bag, punch bag, punching ball, punchball (0.04), prison, prison house (0.02)"
If_you_drive_down_Carl_Road_and_drive_down_until_y.png,"boathouse (0.56), picket fence, paling (0.26), lakeside, lakeshore (0.03), mobile home, manufactured home (0.02)"
A_man_in_the_Civilian_Conservation_Corps__CCC___fe.png,"cowboy hat, ten-gallon hat (0.99)"
There_is_a_house_on_Center_St__haunted_by_the_spir.png,"boathouse (0.55), picket fence, paling (0.22), lakeside, lakeshore (0.03), church, church building (0.03), barn (0.02)"
The_area_formerly_known_as__English_Consul___now_L.png,barn (0.95)
It_has_been_reported_several_times_in_the_local_ne.png,"prison, prison house (0.98)"
A_sound_resembling_that_of_a_galloping_horse_has_b.png,"church, church building (0.70), picket fence, paling (0.16), boathouse (0.03)"
Built_in_1935_and_opened_as_an_800_seat_movie_thea.png,"church, church building (0.40), flagpole, flagstaff (0.31), lakeside, lakeshore (0.02)"
It_has_been_said_that_a_young_woman_threw_her_baby.png,"streetcar, tram, tramcar, trolley, trolley car (0.25), restaurant, eating house, eating place, eatery (0.14), passenger car, coach, carriage (0.13), cinema, movie theater, movie theatre, movie house, picture palace (0.06), barbershop (0.02)"
The_sprit_of_a_nun_has_been_seen_walking_around_th.png,"cloak (0.88), abaya (0.05)"
Children_heard_running_in_hallways__spirits_of_chi.png,"soccer ball (0.10), tricycle, trike, velocipede (0.09), dumbbell (0.05), broom (0.04), vacuum, vacuum cleaner (0.03)"
2nd_floor_Sacramento_Room___Sometimes_it_feels___s.png,"shoji (0.33), sliding door (0.32), prison, prison house (0.09), window shade (0.03), theater curtain, theatre curtain (0.02)"
It_was_once_a_old_cemetery_until_they_built_the_pa.png,"mailbox, letter box (0.14), obelisk (0.10), megalith, megalithic structure (0.10), chime, bell, gong (0.04), church, church building (0.04)"
Shawnee_State_University___University_Library___Bu.png,"prison, prison house (0.33), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.23), pay-phone, pay-station (0.07), sliding door (0.03)"
There_is_a_place_just_outside_of_Elmore__where_a_m.png,"palace (0.65), church, church building (0.18), picket fence, paling (0.02)"
To_get_the_story_straight_on_Hotel_Breakers__it_wa.png,"church, church building (0.94)"
At_4_25_every_Friday_in_the_hallway_near_the_old_g.png,"church, church building (0.53), vault (0.09), monastery (0.06), prison, prison house (0.04), restaurant, eating house, eating place, eatery (0.03)"
In_a_tent_in_camp_6_a_guy_hung_himself__Now__durin.png,mountain tent (0.93)
When_you_are_alone_in_the_house_footsteps_can_be_h.png,"picket fence, paling (0.44), boathouse (0.18), barn (0.05), window shade (0.03), mobile home, manufactured home (0.02)"
Cold_blasts_of_air__phantom_boulders_falling_from.png,"park bench (0.17), church, church building (0.07), mobile home, manufactured home (0.06), planetarium (0.05), lakeside, lakeshore (0.04)"
This_is_one_of_the_oldest_schools_in_Arizona__goin.png,"monastery (0.29), bell cote, bell cot (0.24), church, church building (0.15), boathouse (0.06), palace (0.02)"
April_2008_Correction__Formerly_listed_in_Germanto.png,"prison, prison house (0.93)"
The_story_states_that_a_couple_were_engaged_to_be.png,"prison, prison house (0.79), vault (0.03), monastery (0.02)"
Regency_Inn___people_would_go_to_the_elevator_they.png,"palace (0.52), paddlewheel, paddle wheel (0.20), boathouse (0.06), prison, prison house (0.03)"
In_1994__a_man_who_lived_about_ten_miles_away_got.png,"fire screen, fireguard (0.42), rocking chair, rocker (0.11), barber chair (0.05), barbershop (0.04), patio, terrace (0.02)"
Reports_of_little_children_laughing_and_playing_in.png,"picket fence, paling (0.99)"
Stairway_to_Heaven_Cemetery___The_cemetery_off_Wat.png,"bannister, banister, balustrade, balusters, handrail (0.33), pedestal, plinth, footstall (0.04), park bench (0.03), stupa, tope (0.03), patio, terrace (0.03)"
On_Highway_101_there_is_this_group_of_trees_on_you.png,barn (0.84)
This_restaurant_has_had_many_sightings_mostly_by_w.png,"tray (0.40), palace (0.03), wallet, billfold, notecase, pocketbook (0.03), doormat, welcome mat (0.03), book jacket, dust cover, dust jacket, dust wrapper (0.03)"
Little_Vietnamese_boy_who_walks_the_museum_at_nigh.png,"bell cote, bell cot (0.60), monastery (0.03), thatch, thatched roof (0.02), lakeside, lakeshore (0.02), alp (0.02)"
It_is_said_that_it_is_haunted_by_the_original_care.png,"lakeside, lakeshore (0.40), boathouse (0.22), park bench (0.03), picket fence, paling (0.02)"
Many_employees_have_claimed_to_have_heard_noises_a.png,"prison, prison house (0.37), barbershop (0.13), restaurant, eating house, eating place, eatery (0.11), lumbermill, sawmill (0.03), barber chair (0.03)"
There_have_been_claims_of_orbs_in_the_basement__ey.png,"monastery (0.55), vault (0.11), prison, prison house (0.06), altar (0.04), palace (0.02)"
The_lake_was_re_named_by_locals_in_the_1960_s_to_H.png,"boathouse (0.77), lakeside, lakeshore (0.07)"
Reports_of_an_Indian_girl_seen_by_some_at_her_memo.png,"monastery (0.59), barn (0.09), prison, prison house (0.06), church, church building (0.05)"
People_have_reported_seeing_ghostly_figures_that_s.png,"boathouse (0.41), planetarium (0.07), library (0.06), palace (0.05), prison, prison house (0.05)"
A_railroad_worker_by_the_name_of_Jake__not_sure_of.png,"passenger car, coach, carriage (0.65), electric locomotive (0.07), steam locomotive (0.03), lumbermill, sawmill (0.03)"
rumored_to_be_haunted_by_a_ghost_known_as__Alice__.png,"picket fence, paling (0.28), boathouse (0.11), palace (0.05), patio, terrace (0.04), lakeside, lakeshore (0.04)"
Confederate_Soldiers_have_been_seen_walking_down_h.png,"military uniform (0.31), rifle (0.26), pickelhaube (0.10), cowboy hat, ten-gallon hat (0.04), assault rifle, assault gun (0.04)"
Behind_Fairfield_Bowling_Lanes___The_creek_is_haun.png,"barn (0.91), boathouse (0.03)"
A_woman_committed_suicide_in_the_summit_bar_and_gr.png,"prayer rug, prayer mat (0.97)"
Within_close_range_of_the_huge_oak_tree__crying_an.png,"miniskirt, mini (0.46), jean, blue jean, denim (0.11), sweatshirt (0.03), wardrobe, closet, press (0.03), stole (0.03)"
was_once_a_life_for_people_living_in_the_sparsely.png,"barn (0.58), church, church building (0.33)"
Fudge_Road___Scary_Old_Road_Located_Just_Outside_O.png,"park bench (0.39), stone wall (0.11), lakeside, lakeshore (0.09), viaduct (0.04), worm fence, snake fence, snake-rail fence, Virginia fence (0.04)"
There_was_a_school_having_A_basketball_game_a_fire.png,"prison, prison house (0.65), restaurant, eating house, eating place, eatery (0.05), library (0.03), vault (0.03), monastery (0.02)"
Inside_the_main_school__it_is_known_that_a_former.png,"vault (0.63), barrow, garden cart, lawn cart, wheelbarrow (0.12), prison, prison house (0.11), rocking chair, rocker (0.02)"
A_lady_with_the_flowing_robe_seen_wafting_along_th.png,"vestment (0.41), altar (0.12), abaya (0.07), cloak (0.05), prison, prison house (0.04)"
Two_employees_committed_suicide_after_being_termin.png,"jean, blue jean, denim (0.72), suit, suit of clothes (0.03), vault (0.03), lumbermill, sawmill (0.02)"
In_the_mid_80_s_a_car_load_of_kids_going_to_prom_w.png,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.47), minivan (0.28), pickup, pickup truck (0.04), jeep, landrover (0.02), car wheel (0.02)"
The_home_was_built_on_an_old_slave_quarters__It_is.png,"boathouse (0.20), barn (0.14), lumbermill, sawmill (0.13), wreck (0.04), tile roof (0.03)"
there_was_the_lady_who_walked_theses_train_tracks.png,"prison, prison house (0.61), vault (0.30)"
it_is_said_that_many_witnesses_have_heard_the_soun.png,"stretcher (0.86), prison, prison house (0.03)"
Lusks_lock_is_part_of_the_beaver_creek_canal_syste.png,"barn (0.35), dome (0.10), boathouse (0.09), church, church building (0.07), thatch, thatched roof (0.04)"
Downtown_at_night_near_the_old_gas_station_at_the.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.19), cab, hack, taxi, taxicab (0.17), traffic light, traffic signal, stoplight (0.15), parking meter (0.04), streetcar, tram, tramcar, trolley, trolley car (0.03)"
A_ghost_called__Shelia__roams_this_theatre__She_se.png,"cloak (0.24), abaya (0.22), swab, swob, mop (0.07), crutch (0.05), bow (0.03)"
There_is_a_graveyard_in_Haverhill__MA_that_houses.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.20), picket fence, paling (0.11), mailbox, letter box (0.09), pedestal, plinth, footstall (0.08), brass, memorial tablet, plaque (0.03)"
A_woman_was_killed_at_this_beach_by_her_boyfriend_.png,"skunk, polecat, wood pussy (0.26), prison, prison house (0.19), polecat, fitch, foulmart, foumart, Mustela putorius (0.06), badger (0.05), weasel (0.03)"
It_s_the_location_where_a_little_boy_fell_down_an.png,palace (0.97)
This_previous_monastery_is_now_a_college__Mother_C.png,"church, church building (0.43), monastery (0.42), castle (0.04)"
