Filename,Caption
An_old_man_died_in_the_auditorium_of_the_high_scho.png,a black and white photo of a living room
When_traveling_down_this_alley__you_will_be_chased.png,a black and white photo of a city street
Built_on_what_once_was_a_trailer_park__the_ghost_o.png,a black and white photo of a man standing in a doorway .
In_1972_their_was_a_men_with_a_little_girl_at_12_a.png,a black and white photo of a person sitting on a bench
The_mountain_range_is_reported_to_have_paranormal.png,a black and white photo of a mountain range .
The_stage_in_the_auditorium_____Strange_shadows_an.png,a black and white photo of a bathroom sink .
The_voice_of_a_woman_thought_to_be_the_wife_of_a_f.png,a black and white photo of a man in a kitchen
This_forest_was_built_a_long_time_ago_for_the_dust.png,a black and white photo of a fire hydrant
Late_at_night_you_can_hear_footsteps_on_the_stage.png,a black and white photo of a living room
it_is_a_haunted_road_where_people_claim_2_see_dead.png,a black and white photo of a snow covered street .
A_lady_walking_on_the_side_of_the_road_wearing_a_y.png,a woman sitting on the ground next to a parking meter .
There_s_a_bomb_shelter_under_the_school_from_World.png,a black and white photo of a kitchen .
Back_in_1962__in_the_press_room__a_sick_daughter_o.png,a collage of photos of a man holding a skateboard .
In_1973__officers_Buckely_and_Morey_were_killed_in.png,a black and white photo of a woman in a bathroom
Legend_has_it_that_one_foggy_night_a_very_long_tim.png,a train traveling through a lush green forest .
Night_shift_groundskeepers_will_not_stay_employed_.png,a building that has a sign on the side of it .
There_is_an_old_house_in_the_city_that_stands_amid.png,a house with a clock tower in the background .
Bridal_Honeymoon_Suite____Across_from_Alice_Miller.png,a black and white photo of a living room with a fireplace .
Manvelant_and_benevolent_hauntings__This_is_a_buil.png,a city street filled with lots of traffic .
A_long_time_ago__there_was_a_graveyard_on_the_left.png,an old church with a steeple and a clock tower .
Strange_lights_have_been_seen_accompanied_by_stran.png,a close up of a clock on a wall
This_bridge_is_the_last_covered_bridge_standing_in.png,a bench sitting in the middle of a forest .
Merriam_Hall___The_ghost_of_a_man_in_army_clothing.png,a black and white photo of a bathroom
There_is_an_old_house_on_Water_Street__which_is_on.png,a black and white photo of a brick building
NASA_GSFC___Visitors_center___a_feeling_that_the_s.png,a woman is standing in a room with a tie .
Old_Dora_has_a_street_that_once__a_long_time_ago_.png,a black and white photo of a clock tower .
about_3_years_ago__a_story_ran_in_the_news_paper_h.png,a black and white photo of an old building .
There_are_reports_that_when_people_are_alone_in_th.png,a black and white photo of a man standing in a doorway .
Its_reported_that_back_in_the__60_s_in_room_B_1_on.png,a black and white photo of a man sitting on a bench
Now_a_restaurant__the_Irwin_Street_Inn_is_home_to.png,a group of people standing outside of a building .
Witnesses_report_a_ghost_dressed_in_white_at_2_00.png,a wooden bench sitting in the middle of a forest .
When_you_go_into_the_Cherokee_elementary_old_gym_b.png,a man standing in front of a bathroom mirror .
in_the_late_50s_a_man_named_Jim_Butler_killed_his.png,a black and white photo of a bathroom .
Reports_of_an_old_lady_walking_in_the_hallway_near.png,a man standing in front of a bathroom mirror .
Various_sightings_of_a_woman_in_green_colonial_dre.png,a black and white photo of a woman sitting on a bench .
Late_at_night_or_in_the_morning__teachers_and_even.png,a man standing in front of a mirror in a room .
NASA_GSFC___Bldg__23___cold_spots_on_the_loading_d.png,a parking meter on a sidewalk next to a building .
As_you_walk_down_the_halls_you_can_sometimes_hear.png,a room with a large window and a clock on the wall .
Ghost_Camp___In_the_late_1980_s__this_day__use_are.png,a group of people sitting on a bench under a tree .
Students_report_seeing_a_girl_playing_with_a_ball.png,a man standing in a living room next to a couch .
Gravity_Hill___On_this_hill__if_you_are_facing_dow.png,a stop sign on the side of the road .
Thought_to_be_haunted_by_various_politicians_.png,a black and white photo of a man and a woman
Supposedly_built_on_an_Indian_burial_site__Chumash.png,a black and white photo of a city street
The_employees_have_already_concluded_a_somewhat_ac.png,a black and white photo of a man and a woman
The_ghost_of_a_woman_has_been_seen_in_the_halls__F.png,a woman standing in front of an open refrigerator .
This_modest_home_has_been_the_seen_of_terrifying_p.png,a red and white fire hydrant in front of a house .
This_old_estate_is_located_on_Highway_270__five_mi.png,a horse standing in front of a house .
Late_at_night_while_everyone_is_quiet_and_still__a.png,a bathroom with a toilet and a shower .
A_woman_in_white_walks_the_grounds__And_disappears.png,a black and white photo of a man and a woman
Cedar_knolls___Reports_of_pools_of_blood_are_in_ro.png,a fire hydrant sitting in the middle of a forest .
The_ghost_of_Evelyn_Carter_haunts_this_house_as_we.png,a woman standing in front of a mirror on a bed .
It_is_said_that_a_student_fell_off_of_the_catwalk.png,a man standing in a room with a clock .
Reports_of_3_spirits_here__A_young_girl_with_long.png,a black and white photo of a bedroom
Cast_members_have_felt_a_cold__eerie_wind_on_the_4.png,a view of a hallway from the hallway .
A_mischievous_spirit_inhabits_this_hotel_which_was.png,a living room with a couch and a table
When_first_entering_the_Civic_Auditorium__there_ca.png,a room that has a bed in it
Custodial_and_late_night_staff_have_complained_of.png,a bathroom with a toilet and a sink
Custodians__teachers__and_students_have_all_heard.png,a bathroom with a toilet and a sink
In_the_late_70s_a_farm_house_was_torn_down_to_make.png,a room filled with lots of furniture and a window .
Catacombs___Once_an_underground_museum__this_area.png,a view of a room with a bed and a window .
Late_at_night_you_can_clearly_see_lights_in_the_tr.png,a bridge over a body of water next to a forest .
Story_of_a_ghost_of_a_girl_who_was_raped_and_murde.png,a black and white photo of a park bench
The_ghost__s__of_one_or_two_people_have_been_seen.png,a boat that is sitting in the water .
K_Mart___every_year_on_February_14_some_people_hav.png,a black and white photo of a street with a building
The_students_share_a_legend_of_a_haunting_by_sayin.png,a bathroom with a shower and a toilet .
If_you_go_out_past_the_hornet_spook_light_and_go_t.png,a black and white cat laying on top of a bed .
There_s_a_story_about_a_woman_who_had_a_baby_and_h.png,a black and white photo of a woman sitting on a bed .
_now_empty____This_spot_is_a_small_industrial_busi.png,a traffic light sitting on the side of a road .
In_the_1950_s__several_well_known_citizens_of_Gads.png,a boat floating on top of a body of water .
Mary_Jane_s_Bridge___Legend_is_her_boyfriend_raped.png,a black and white photo of a park bench .
Coalgate_was_once_a_boomtown_for_foreigners_who_ca.png,a black and white photo of a clock tower .
voices_and_moving_objects_have_been_observed_here_.png,a black and white photo of a bathroom
In_the_1960s_a_man_fell_off_the_top_floor_of_the_s.png,a black and white photo of a clock tower .
NASA_GSFC___Bldg__97_health_center_side___feels_as.png,a red stop sign sitting on the side of a road .
French_Quarter_this_is_haunted_for_vampire_hauntin.png,a black and white photo of a train station .
Reports_of_a_Vortex_here__strange_unexplainable_th.png,a man is standing in front of a mirror
footsteps__toilets_flushing__and_voices_heard_when.png,a black and white photo of a kitchen with a window
Once_an_old_tea_room__219_e__side_boulevard_is_hau.png,a black and white photo of a brick building
The_place_of_an_old_pizza_parlor__still_in_busines.png,a black and white photo of a kitchen .
March_2004_update_correction__formerly_a_double_li.png,a building with a clock tower on top of it .
There_have_been_reports_of_a_woman_with_red_heels.png,a living room with a couch and a table
A_janitor_committed_suicide_on_the_third_floor_of.png,a black and white photo of a person standing in front of a mirror .
Judge_Isaac_Parker__who_hanged_around_80_people_he.png,a black and white photo of a train station
A_man_playing_flute_appears_on_boulders_that_tower.png,a man and a woman standing next to a giraffe .
If_you_walk_down_the_tracks_late_at_night__you_wil.png,a black and white photo of a train station .
haunted_by_two_ghost__In_the_late_eighteen_hundred.png,a black and white photo of a clock tower .
There_is_often_an_old_man_who_is_transparent__atte.png,a black and white photo of a woman holding a cell phone .
Workers_have_reported_hearing_whistling_in_the_are.png,a view of a city street from a window .
customers_say_that_there_are_cold_spots_in_the_sho.png,a group of people standing in a room .
When_you_are_in_the_basement_you_hear_boxes_flying.png,a black and white photo of a woman in a bathroom
The_ghost_of_a_young_man_has_been_seen_by_several.png,a group of young men standing next to each other .
reports_of___levitating_boulders__invisible_walls_.png,a black and white photo of a house with a house
there_is_a_woman_in_the_back_of_the_school_who_scr.png,a cat sitting on top of a window sill .
In_this_small_town_there_is_a_historical_place_cal.png,a fire hydrant sitting in the middle of a field .
This_fraternity_house_is_known_to_house_the_ghost.png,a black and white photo of a living room .
you_can_hear_people_if_you_get_out_of_your_car_run.png,a woman sitting in a car with a dog .
a_man_that_was_stabbed_to_death_around_his_mobile.png,a man standing in front of a building .
When_the_conditions_are_right__generally_right_bef.png,a black and white photo of a forest with trees .
A_Ghost_of_unknown_Origin_locks_the_waitresses_in.png,a black and white photo of a man and a dog .
it_is_said_that_a_young_man_hung_himself_in_the_sc.png,"a room with a bed , a table and a chair ."
apparently_a_young_girl_hung_herself_in_the_dark_r.png,a cat sitting on top of a bed in a room .
Columbia_Hall___There_used_to_be_an_extension_to_t.png,a large building with a clock on it .
You_can_hear_a_girl_screaming_for_help__That_occur.png,a woman standing in front of a mirror in a bathroom .
The_employees_have_fondly_named_the__spirit__Bob_.png,a woman standing in front of an open refrigerator .
She_has_been_named_Jessica__She_moves_things__turn.png,a bedroom with a bed and a television .
haunted_by_ghost__lights_turn_off_and_on__a_girl_w.png,a room with a window and a clock on the wall .
A_ghost_is_said_to_haunt_Howard_Auditorium__The_se.png,a close up of a cat on a bed
About_three_miles_down_a_gravel_road__about_10_fro.png,a house that has a tree in it
The_Robie_Andrews_Dorm____Local_documentation_indi.png,a tall building with a clock on it
a_boy_student_in_the_mid_90_s_left_a_suicide_note.png,a black and white photo of a man in a bathroom
Rios_Canyon___The_ghosts_of_two_cowboys_can_be_see.png,a fire hydrant in the middle of a field .
In_the_late_1800_s__there_were_numerous_people_han.png,a black and white photo of a building with a clock tower .
An_Employee_was_killed_by_a_dropped_engine_block_.png,a bathroom with a toilet and a sink
Some_of_the_workers_say_that_the_elevator_will_go.png,a black and white photo of a bathroom
Some_people_say_that_the_YMCA_was_built_on_an_anci.png,a clock tower in the middle of a city .
The_park_used_to_be_the_estate_of_the_brand_family.png,a black and white photo of a building with a clock tower .
long_ago_an_boy_went_and_hung_himself_in_the_ladie.png,black and white photograph of a man sitting on a bench .
The_old_high_school_has_been_converted_into_a_busi.png,a black and white photo of a bathroom
Witnesses_have_heard_the_laughter_of_children_as_i.png,a black and white photo of a person laying on a bed
This_is_a_very_old_bridge_with_one_lane_and_steel.png,a black and white photo of a park bench
There_is_this_old_train_station_in_Frostburg_Maryl.png,a train traveling down tracks next to a building .
Apparitions_and_footsteps_are_seen_and_heard_.png,a black and white photo of a person holding a kite
some_employees_heard_foot_steps_at_2nd_floor_at_ni.png,a living room with a couch and a table
This_used_to_be_the_Old_Iron_Plant__but_is_now_a_p.png,a black and white photo of a train station .
This_is_a_retirement_home_with_its_own_church__cem.png,a church with a steeple and a clock tower .
February_2007_correction__Formerly_listed_as_Fox_H.png,a fenced in area with a fence and a fence .
Lights_have_turned_themselves_off_on_by_themselves.png,a bedroom with a bed and a dresser
it_use_to_be_a_Hotel_and_tavern_from_1700_s_I_ve_h.png,a building with a sign on the side of it
Highway_11___There_is_a_nun_that_is_dressed_in_gra.png,a black and white photo of a parking meter
When_the_building_was_still_a_church_educational_b.png,a black and white photo of a building
The_White_Lady_can_often_be_seen_walking_alongside.png,a street scene with focus on a traffic light .
In_room_9__reports_of_an_apparition_of_a_boy_doing.png,a black and white photo of a woman sitting at a table .
A_K_A__Hatchet_Park___Reports_of_the_merry_go_roun.png,a group of people sitting on a park bench .
Numerous_cowboy_ghosts_have_been_seen_and_photogra.png,a man and a woman are posing for a picture .
On_stormy_nights__just_before_and_right_after_a_st.png,a black and white photo of a building with a clock tower .
Every_Business_that_is_built_here_starts_off_good.png,a black and white photo of a city street .
cowboys_ghosts_make_the_sounds_of_a_bar_room_fight.png,a man wearing a hat and a hat and a hat .
A_mysterious_lady_with_a_bluish_glow_has_been_seen.png,a view of a city street with a traffic light .
Theater___A_girl_killed_herself_because_her_boyfri.png,a woman is standing in front of a mirror
It_belongs_to_the_Daughters_of_the_American_Revolu.png,a black and white photo of a old building
Supposedly__a_run_away_slave_was_hung_from_the_bri.png,a black and white photo of a bridge and a bridge
The_Old_Pioneer_Cemetary_in_Damascus__Oregon_is_cr.png,a black and white photo of a park bench
Reports_of_eyes_burning__dizziness__and_the_feelin.png,a black and white photo of a fire hydrant
This_library_opened_in_1924_Over_the_years_several.png,a black and white photo of a living room .
June_2008_Correction__Has_been_removed__Story_was.png,a living room filled with furniture and a fire place .
The_ghost_of_the_master_of_the_house_is_said_to_ha.png,a black and white photo of a bedroom
it_is_a_long_curvy_road__There_have_been_sightings.png,a snow covered mountain with a snow covered mountain in the background .
There_s_a_police_officer_ghost_that_roams_Golden_G.png,a car driving down a street next to a traffic light .
Theater___Believed_to_be_haunted_by_many_spirits_.png,a woman taking a picture of herself in a mirror .
There_is_a_child_that_haunts_the_old_chapel__he_wa.png,a large building with a clock tower on top of it .
Teachers_been_knowing_that_the_500_building_is_hau.png,a black and white photo of a man in a suit
many_pictures_taken_not_all_at_once__but_mysteriou.png,a bathroom with a sink and a toilet
This_ship_is_haunted_by_3_ghosts_of_sailors_killed.png,a black and white photo of an old airplane .
around_the_school_and_the_main_street_there_are_al.png,a building with a clock tower on top of it .
According_to_many_workers__a_ghost_roams_the_halls.png,a man standing in a room with a bunch of luggage .
If_you_put_your_car_in_neutral_at_the_bottom_of_th.png,a car is parked on the side of the road .
It_has_been_heard_by_the_late_night_joggers_that_f.png,a black and white photo of a person on a skateboard .
At_the_top_of_the_mountain_at_Dry_Hill_Rd__going_n.png,a black and white photo of a snow covered road .
One_of_the_Mobil_home_spaces___In_one_of_the_space.png,a room with a bed and a window
Two_tall_figures_have_been_seen_walking_the_midst.png,a group of people standing on top of a lush green field .
An_old_shut_down_mental_hospital_and_insane_asylum.png,a black and white photo of a city street
English_Building___Where_the_building_stands_now_.png,a black and white photo of a city street
The_office_is_just_inside_the_front_door_as_is_the.png,"a bathroom with a sink , toilet and shower ."
It_s_located_behind_Irvine_park_and_the_signs_that.png,a red fire hydrant sitting on the side of a road .
old_family_owned_bowling_center_was_sold__new_owne.png,a black and white photo of a person on a skateboard .
Beautiful_semi_ghost_town_in_the_Inyo_Mountains_ea.png,a large building with a mountain in the background .
The_townhouses_around_this_area_have_been_reported.png,a brick building with a window and a clock
A_young_girl_who_went_there_killed_herself_in_1999.png,a man is standing in front of a window
Now_used_as_storage_for_the_city__witness_have_rep.png,a cat sitting on a window sill looking out a window .
A_young_boy_that_goes_by_the_name_of_Toby_committe.png,a man is taking a picture of himself in a mirror .
Macarthur_Park____This_area_was_a_military_trainin.png,a large building with a clock tower on top .
when_going_back_sometimes_you_can_hear_voices_yell.png,a black and white photo of an old church .
In_the_late_1960_s_a_swim_coach_who_taught_at_the.png,a train traveling over a bridge over a river .
During_the_1800_s__a_young_woman_hanged_herself_in.png,a black and white photo of a city street
Hotel_Lee___At_least_three_spirits_have_been_seen.png,a group of people standing outside of a building .
A_kind_elderly_ghost_named_Henry_haunts_this_store.png,a black and white photo of a man in a suit
Around_midnight_a_lady_wearing_a_white_wedding_dre.png,a woman standing next to a white fire hydrant .
It_is_said_that_in_the_basement_auditorium_and_in.png,a black and white photo of a bedroom .
A_ghost_called_Julhunts_the_place__People_see_the.png,a black and white photo of a person holding a camera
Performing_Arts_Building___In_the_Performing_Arts.png,a man standing in a room next to a window .
Dishes_would_sometimes_shake_and_spread_out_all_ac.png,a small child is sitting in front of a mirror
Students_have_reported_seeing_a__white_nun__roamin.png,a man standing in a kitchen preparing food .
A_woman_has_been_seen_on_several_occasions_in_the.png,a woman walking down a street while talking on a cell phone .
The_story_is_told_that_on_the_old_narrow_bridge_th.png,a black and white photo of a train on a bridge
It_is_said_that_if_you_park_your_car_over_the_rail.png,a black and white photo of a train
Reports_of_seeing_a_man_with_his_face_half_burned.png,a teddy bear sitting on top of a bed .
Sometimes_at_night_in_the_100_building__Screams_of.png,a kitchen with a refrigerator and a sink
people_have_seen_ghostly_things_up_around_the_clas.png,a group of birds sitting on top of a table .
The_ghost_of_the_head_nurse_can_be_seen_pacing_on.png,a wooden bench sitting in front of a building .
Bussey_Hall___A_female_student_hung_herself_in_a_r.png,a black and white photo of a living room
NASA_GSFC___recreation_center___feels_as_if_someon.png,a bathroom with a toilet and a sink
This_amusement_park_built_in_1890_has_been_plagued.png,a man and a woman walking down a sidewalk .
This_is_found_at_Truxton_park_in_Annapolis_right_a.png,a red fire hydrant sitting in the middle of a forest .
Theatre_Auditorium___Voices_have_been_heard_in_the.png,a wooden table with a clock on top of it .
There_is_a_mysterious__lady_in_yellow__who_appears.png,a man wearing a tie and a hat
In_the_phase_two_section_of_the_dorms_at_CSULA__th.png,a bathroom with a sink and a mirror
Old_home_built_in_1898_Indian_Territory__Mrs__Fore.png,a black and white photo of a building with a clock tower .
There_are_apparently_more_than_one_ghost__There_is.png,a bathroom with a toilet and a sink
On_the_Tinsman_Highway_across_the_road__there_is_a.png,a black and white photo of a bathroom
At_night_you_will_hear_doors_slamming_and_see_ligh.png,a black and white photo of a train station .
in_the_night_you_can_hear_a_person_yelling__Someti.png,a black and white photo of a train
Supposedly__there_is_sad_that_a_dog_haunts_the_gro.png,a black and white photo of a dog on a beach .
Seminary_Hall___Reports_of_footsteps_and_seeing_so.png,a black and white photo of a living room
A_female_spirit_has_shown_herself_to_visitors_in_t.png,a living room filled with furniture and a fire place .
After_hours__the_power_has_gone_out_in_the_store_w.png,a black and white photo of a kitchen with a window
A_jogger_reported_a_hanging_kid_after_running_a_fe.png,a train crossing a bridge over a city street .
Morgan_Territory_Rd_is_a_old_logging_road_that_was.png,a black and white photo of a giraffe in the wild .
There_are_cold_spots__unexplained_noises__a_man_ap.png,a woman taking a picture of herself in a mirror .
It_was_a_hospital_in_WWII__Reports_include_voices.png,a large building with a clock on the front of it .
Reports_of_strange_lights_and_ghost_sightings_in_a.png,a black and white photo of a fire hydrant
The_school_gym_is_haunted_by_several_children_who.png,"a bathroom with a sink , toilet and shower ."
featured_on__Sightings__The_Ghost_Report___you_can.png,a large building with a clock tower on top .
Bayview_Bridge___Reports_of_a_ghostly_looking_whit.png,a view of a bridge over a body of water .
There_is_a_fire_station_on_the_north_side_of_town.png,a black and white photo of a city street
Sometimes_the_elevator_will_stop_on_certain_floors.png,a black and white photo of a kitchen .
Football_Field___Years_ago_a_young_girl_broke_up_w.png,a black and white photo of a city street
Haunted_by_the_ghost_of_Albert_Pike__a_Confederate.png,a black and white photo of a man and a woman
This_is_an_old_school_that_is_haunted_by_a_woman_i.png,a black and white photo of a brick building
Eerie_figures_seen_wondering_around_the_old_metal.png,a black and white photo of a horse in a field .
Screams__gunfire_and_horses_running_have_all_been.png,a herd of cattle walking across a snow covered field .
Many_occupants_admit_feeling_a_strong_presence_in.png,a black and white photo of a lake
A_former_worker_experienced_strange_and_unsettling.png,a black and white photo of a hallway with a door
Reports_of_hearing_footsteps_behind_you__Toilets_f.png,a white house with a white house in the background .
In_the_park_there_is_a_couple_of_large_boulders_th.png,a black and white photo of a beach with an umbrella .
Its_a_fantastic_Bed_and_Breakfast_in_the_Garden_Di.png,a building with a clock on the front of it .
Apartment_on_Centennial_St___Footsteps_in_the_livi.png,a bathroom with a sink and a mirror
Auditorium___Ask_any_Deer_Valley_drama_student_whe.png,a group of people standing next to each other .
Call_light_turning_on_in_room_after_patient_passed.png,a black and white photo of a kitchen .
Story_is_a_man_who_escaped_prison_stalked_a_family.png,a black and white photo of a bathroom .
It_is_said_that_a_woman_has_been_seen_walking_acro.png,a black and white photo of a train
One_of_the_faculty_members_died_in_a_car_accident.png,a man is walking a dog down the street .
The_shows_at_Discoveryland__take_place_in_an_outdo.png,a horse pulling a carriage down a street .
Mansion_ruins_and_surrounding_area_are_Haunted_by.png,a black and white photo of a church with a clock tower .
The_ghost_that_inhabits_this_old_house_where_there.png,a black and white photo of a kitchen .
Residents_of_this_nursing_home__sees_small_childre.png,a bathroom with a sink and a mirror
The_Willow_Hotel_reportedly_has_been_haunted_since.png,a large building with a clock on it
It_is_said_that_many_years_ago__a_group_of_members.png,a black and white photo of a building with a clock tower .
Heard_galloping_horses__seen_spirit_coyotes_surrou.png,a couple of horses standing on top of a grass covered field .
Wilson_Elementary_school_has_a_ghost_that_opens_do.png,a room with a bed and a window
Back_in_the_day_Drumright_High_School_used_to_be_a.png,a black and white photo of a train station .
Finn_Hall_is_a_playhouse_and_the_ghosts_of_old_pla.png,a black and white photo of a kitchen .
The_eyes_of_some_of_the_statues_will_follow_you__a.png,a black and white photo of a person on a laptop .
an_eerie_feeling_has_been_reported__An_old_abandon.png,a black and white photo of a city street
A_place_that_several_people_call_the_cross__but_th.png,a black and white photo of a man in a suit
The_house_of_the_first_governor_of_Arizona_can_be.png,a red brick building with a clock on it .
Roscrances_Ave___Some_reports_say_in_the_bathroom.png,a person taking a picture of a bathroom mirror .
Less_than_2_miles_away_from_the_San_Gabriel_Missio.png,a red and white fire hydrant in front of a house .
Like_many_theaters__the_Riverside_Municipal_Audito.png,a group of people standing next to each other .
A_horsefarm_which_closed_down_in_the_late_1990s_du.png,a train traveling down tracks next to a lush green field .
It_is_said_that_on_certain_nights__you_can_see_Mr_.png,a black and white photo of a building with a clock tower .
There_are_many_different_stories_of_the_spirits_th.png,a black and white photo of a room with a large window .
The_cemetery_is_located_off_Prague_Road__off_270_E.png,a black and white photo of a group of people in the snow .
Mrs__Knott_s_Chicken_Dinner_Restaurant_a_ghost_in.png,a living room with a table and chairs
Many_janitors_have_heard_strange_banging_noises_in.png,a black and white photo of a train
Mallet_Hall_Dorm___Haunted_by_a_little_girl__her_n.png,a black and white photo of a living room .
Stamp_Student_Union____Lights_go_on_and_off_by_the.png,a black and white photo of a train station .
This_cemetery_is_mainly_used_to_bury_old_stars_of.png,a black and white photo of a fire hydrant
Rumor_is_this_was_the_first_hospital_in_Oregon__Pe.png,a black and white photo of an old building .
It_is_said_that_a_male_ghost_has_been_seen_in_the.png,a black and white photo of a train station .
the_father_of_the_owner_walks_around_at_night_ther.png,a black and white photo of a fire hydrant .
Throughout_the_park_there_have_been_sightings_dati.png,a baseball field with a baseball field in the background .
has_a_ghost_3_the_people_who_work_in_the_hotels_ba.png,a room with a table and a vase
Employees_have_heard_a_mans_laughing_and_have_seen.png,a man standing in front of a refrigerator .
About_100_years_ago__a_young__5_year_old_girl_went.png,a tall building with a clock on it
A_young_man_is_said_to_have_committed_suicide_by_j.png,a black and white photo of a boat in the water .
ghosts_of_John__Lionel_and_Ethyl_haunted_the_estat.png,a man and a woman standing next to each other .
at_the_track_field_at_midnight_you_can_see_a_boy_r.png,a person on a court with a tennis racket .
At_night__footsteps_can_be_heard_coming_down_the_s.png,a room with a wooden floor and a large window .
The_Keller_house_is_a_house_built_in_the_early_192.png,a black and white photo of a brick building
Reports_of_sounds_of_doors_slamming_within_indoor.png,a black and white photo of a bathroom
A_Plantation_Ever_year_they_hold_ghost_tour_of_the.png,a black and white photo of a street sign
Is_one_of_the_most_haunted_in_the_area__Reports_of.png,a black and white photo of a clock tower .
Strange_sightings_of_a_woman_walking_in_the_road_a.png,a view of a bridge over a body of water .
The_submitter_realizes_this_is_frustrating__but_th.png,a close up of a person holding a pair of scissors
In_1921__the_owner_of_the_hotel__Abby_Byr__ill_wit.png,a man sitting on a couch holding a wii controller .
West_Campus___Las_Casas_Dorms___In_spring_of_2007_.png,a room with a window and a clock on the wall .
when_the_place_was_abandoned_and_closed_down_you_c.png,a black and white photo of a living room
care_taker_of_the_place_tells_that_there_are_nine.png,a man standing in front of a window in a room .
The_Pizza_Hut_Ghost_has_haunted_the_pizza_hut_in_P.png,a car parked in front of a building .
Two_guest_were_staying_in_a_room_sleeping__In_the.png,a black and white photo of a living room
Supposedly_a_man_was_stabbed_during_a_bad_drug_dea.png,a black and white photo of a city street .
Supposedly__the_now_dry_riverbed_used_to_house_a_g.png,a black and white photo of a dog laying on the ground
Was_the_site_of_old_city_hall_morgue_in_the_early.png,a black and white photo of a building
While_driving_on_the_lower_deck_at_night_towards_O.png,a black and white photo of a train on a track
Auditorium_English_Building___Reports_by_many_stud.png,a black and white photo of a kitchen
This_hospital_had_its_heyday_back_in_the_early_190.png,a black and white photo of a building with a clock tower .
voices_heard_.png,a black and white photo of a person laying on a bed .
You_can_hear_children_laughing_and_playing__There.png,a black and white photo of a room with a window
Later_became_a_childrens_Hospital___Go_around_12__.png,a black and white photo of a man in a suit
Mallet_Hall_Dorm___Basement___something_relatively.png,a black and white photo of a living room
People_have_encountered_a_small_boy_holding_his_he.png,a black and white photo of a man and a dog
The_County_Line_barbeque_restaurant_is_in_a_buildi.png,a black and white photo of a city street .
Reports_of_something_grabbing_the_feet_of_witnesse.png,a man sitting on a bench with a book .
There_has_been_sightings_of_a_man_s_face_in_the_wi.png,a black and white photo of a person holding a cell phone
It_is_said_that_if_you_sleep_under_the_American_Le.png,an old black and white photo of a church
In_the_girls_P_E__locker_room__the_toilets_flush_.png,a black and white photo of a train station .
About_a_year_ago_a_man_was_being_chased_by_the_pol.png,a black and white photo of a parking meter
there_a_few_different_ghost_the_plays_with_the_toy.png,a white teddy bear sitting on top of a table .
now_Channel_Islands_University_This_large_enclave.png,a black and white photo of a building with a clock tower .
There_is_an_old_bathroom_facility_on_the_golf_cour.png,a red fire hydrant sitting in the middle of a field .
Pool_balls_flying_off_tables__balls_and_tables_fou.png,a close up of a stuffed animal on a bench
Owner_of_the_estate_hosts_weddings__to_include_a_n.png,a man is standing in front of a mirror
Kashache_National_Forest___In_the_woods_of_central.png,a large body of water surrounded by trees .
Things_have_been_heard_and_seen_by_actors_and_main.png,a statue of a man standing next to a statue .
a_former_night_janitor_said_she_herd_strange_sound.png,a black and white photo of a pair of shoes
Haunted_by_a_small_sized_teenaged_girl_.png,a black and white photo of a man and a woman
The_ghost_of__Pierre__who_is_believed_to_be_an_sen.png,a black and white photo of a living room .
April_2008___Has_been_removed__Private_Property_.png,a black and white photo of a church
Find_your_way_to_the_center_of_the_campus__around.png,a street corner with a stop sign and street sign .
A_woman_haunts_the_upstairs_banquet_room_and_an_un.png,a black and white photo of a train station .
There_have_been_many_sightings_of_sprits_in_the_Al.png,a bathroom with a sink and a mirror
Radio_Station____About_1989__the_Station_s_Program.png,a bathroom with a sink and a mirror
Tilly_Willy_Bridge___In_a_secluded_area_down_an_ol.png,a black and white photo of a person sitting on a bench
Images_of_Indian_Children_playing_on_swing_set_in.png,a man in a red shirt is playing with a frisbee
One_of_the_many_classrooms_in_the_vocational_build.png,a kitchen with a large window and a sink .
Second_story_of_theater_is_now_used_as_a_home_and.png,a living room with a couch and a tv
There_are_many_stories__one_night_in_the_kitchen_a.png,a kitchen with a lot of pots and pans
said_to_be_a_young_girl_was_raped_and_killed_there.png,a black and white photo of a park bench
Maryland_School_for_the_Deaf___the_school_was_foun.png,a building with a clock on the top of it .
there_have_been_strange_occurrences_of_things_like.png,a bath tub sitting next to a bath tub .
it_is_said_that_if_you_go_to_the_cemetery_and_find.png,a black and white photo of a city street .
Reports_of_a_weird_presence__lights_turn_on_and_of.png,a black and white photo of a living room
A_benevolent_wraith_called__Photy__lives_in_the_ma.png,a black and white photo of a man in a bathroom
The_ghost_of_a_woman_named_Dolly__she_was_crushed.png,a black and white photo of a person sitting on a bench .
NASA_GSFC___Bldg__26____Many_guards_on_nights_and.png,a street light with a sign on it
Ghosts_are_seen_near_Robinson_Hall_around_10pm__A.png,a group of people standing next to each other .
This_Cemetary_has_many_hauntings__Some_of_the_grav.png,a white fire hydrant sitting on the side of a road .
cold_spots__during_renovation____things_had_to_be.png,a bathroom with a toilet and a sink
Roosevelt_High_School___R_Building___biggest_from.png,a black and white photo of a train station .
Two_Native_American_ghosts_seen_traveling_through.png,a bird flying over a body of water .
Screams_can_be_heard_from_these_people__and_strang.png,a black and white photo of a tv on a wall
Its_the_burial_grounds_of_indians_houses_are_now_b.png,a group of people standing next to each other .
A_young_boy_was_killed_by_an_unknown_occurrence__a.png,a man standing in a room with a skateboard .
